PT	UT	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	AB	C1	EM	RI	OI	U1	U2	CR	NR	TC	Z9	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA	
J	BCI:BCI202000579893	31859221			Molecular prevalence and genotypes of human pegivirus-1 (HPgV-1) and SENV-like viruses among multiply transfused patients with beta-thalassemia		Bezerra, Rafael dos Santos; Santos, Elaine Vieira; Silveira, Roberta Maraninchi; Silva Pinto, Ana Cristina; Covas, Dimas Tadeu; Kashima, Simone; Slavov, Svetoslav Nanev (svetoslav.slavov@hemocentro.fmrp.usp.br)									Transfusion and Apheresis Science		2020	APR 2020	59	2										Due to the high number of transfusions which patients with hereditary hemoglobinopathies (thalassemia, sickle cell disease) receive, they represent high risk of acquiring parenterally transmitted infectious diseases. In this respect, non pathogenic human commensal viruses, which also demonstrate parenteral transmission routes might also be acquired.One of the most widely spread parenterally-transmitted human commensal viruses include the Human Pegivirus-1 (HPgV-1, GBV-C) and Torque teno viruses (TTV) including its SEN virus-like (SENV) forms. The objective of this study was to evaluate the prevalence of HPgV-1 RNA and SENV-like viruses, among a group of patients with beta-thalassemia from a Blood Transfusion Center in the Sao Paulo State, Brazil. The prevalence of HPgV-1 RNA was 14.3 % (n= 6/42) and all of the positive samples were characterized as belonging to genotype 2 (83.3 % were referred to subgenotype 2A and 16.7 % to 2B). The prevalence of SENV-like viruses was 28.6 % (n= 12/42). SENV-like viruses of the genotypes SENV-H and SENV-A were classified during the performed phylogenetic analysis. Our study came as a continuation of a viral metagenomic survey among multiple transfused patients with beta-thalassemia. The obtained results shed a light on the prevalence and genotype distribution of commensal parenterally transmitted viruses like HPgV-1 and SENV in this specific population. However, more studies are needed to evaluate the clinical impact of these apparently non-pathogenic viruses in patients with thalassemia and their significance for the hemotherapy.				Slavov, Svetoslav/0000-0003-0805-6140; Silveira, Roberta/0000-0002-7745-7274										1473-0502		10.1016/j.transci.2019.102697																		
J	BCI:BCI202000411145	32465402			Torque Teno Virus (TTV) Kinetics Can Predict Complications after Lung Transplantation		Jaksch, P.; Benazzo, A.; Schwarz, S.; Gabriella, M.; Hielle-Wittmann, E.; Lambers, C.; Hoetzenecker, K.; Klepetko, W.; Goerzer, I.; Puchhammer-Stoeckl, E.									Journal of Heart and Lung Transplantation		2020	APR 2020	39	4, Suppl. S	S321	S321																						1053-2498	1557-3117																			
J	BCI:BCI202000410651	32464856			Torque Teno Virus DNA Load after Heart Transplantation and Its Association with the Strength of Immunosuppression: Preliminary Data of a Prospective Single Center Study		Uyanik-Uenal, K.; Perkmann-Nagele, N.; Wittmann, F.; Ceran, E.; Aliabadi-Zuckermann, A.; Laufer, G.; Puchhammer-Stoeckl, E.; Zuckermann, A.									Journal of Heart and Lung Transplantation		2020	APR 2020	39	4, Suppl. S	S128	S128																						1053-2498	1557-3117																			
J	BCI:BCI202000364449	31863879			Surveillance and impact of occult hepatitis B virus, SEN virus, and torque teno virus in Egyptian hemodialysis patients with chronic hepatitis C virus infection		Amer, Fatma; Yousif, Monkez M.; Mohtady, Heba; Khattab, Rania A.; Karagoz, Ergenekon; Ayaz, Khan F. M. (kfmayaz@yahoo.com) ; Hammad, Noha M.									International Journal of Infectious Diseases		2020	MAR 2020	92		13-18	13	18							Objectives: Egypt ranks first regarding the prevalence of hepatitis C virus (HCV) infection. Many patients have concomitant diseases like kidney disorders requiring hemodialysis, a procedure carrying the hazard of transmitting other hepatitis viruses. The purpose of this study was to investigate for occult hepatitis B virus (HBV), SEN virus (SENV), and torque teno virus (TTV) among chronic HCV patients on maintenance hemodialysis to identify their impacts.Methods: A total of 325 hemodialysis patients were enrolled and divided into two groups based on HCV RNA testing results. Blood samples were collected before hemodialysis. Sera were tested for hepatitis B core antibodies (anti-HBc) and hepatitis B surface antibodies (anti-HBs) using ELISA. HBV, SENV, and TTV DNA were detected by PCR. The serum alanine aminotransferase (ALT) level was measured.Results: Anti-HBc and HBV DNA were detected in 73.1% and 50.8% of group 1 versus 36.4% and 22.6% of group 2. The serum ALT level was higher in group 1 than group 2. SENV was detected in 11.5% of group 1 versus 8.2% of group 2. TTV was detected in 29% of group 1 versus 27% of group 2.Conclusions: There is an increased prevalence of occult HBV in our locality among chronic HCV patients undergoing hemodialysis. The existence of SENV and TTV viremia has no clinical impact. (C) 2019 The Author(s). Published by Elsevier Ltd on behalf of International Society for Infectious Diseases.			Amer, Fatma A/L-2601-2018; Hammad, Noha M/A-8659-2018	Hammad, Noha M/0000-0002-9400-7822; Mohammad Ayaz, Khan Fariduddin/0000-0003-1624-2947										1201-9712	1878-3511	10.1016/j.ijid.2019.12.011																		
J	BCI:BCI202000246022	32030535			Prevalence of torque viruses in HIV-infected and non-HIV-infected Nigerian subjects: analysis of near-full-length genome sequences		Elesinnla, Abosede Ruth (abosede202@yahoo.com) ; Adeleye, Isaac Adeyemi; Ayolabi, Christianah Idowu; Bessong, Pascal Obong									Archives of Virology		2020	MAR 2020	165	3	571-582	571	582							Torque teno virus (TTV), torque teno mini virus (TTMV) and torque teno midi virus (TTMDV) are members of the family Anelloviridae that are known to infect humans. Although no pathogenic roles have been associated with anelloviruses, their high prevalence and perceived ubiquitousness have provoked scientific interest in understanding their molecular and biological characteristics. We used nested PCR to determine the prevalence of anelloviruses among 130 human immunodeficiency virus (HIV)-infected patients and 130 healthy blood donors, and analyzed three near-full-length genome sequences of TTV isolates from HIV-infected and non-HIV infected Nigerians. Statistical analysis showed that the rate of TTV infection was significantly higher in the HIV-infected group (65%) than in the blood donor group (26%) (p < 0.05, chi(2) = 40.3). TTMV and TTMDV infections were very high in both groups, ranging between 88 and 95%. No significant association was found between TTV infection and age, sex, CD4(+) cell count, HIV viral load or alanine aminotransferase (ALT) level. Near-full-length genome sequences of TTV isolates FL100, FL08 and BD67 determined by next-generation sequencing were 3.6 kb, 3.2 kb and 2.9 kb, respectively, in size. Their GenBank accession numbers are MK820644, MK820645, MK820646, respectively. These isolates shared 59% sequence identity across the whole genome and clustered in two different phylogenetic groups. Our study established for the first time the circulation of TTV, TTMV and TTMDV in the Nigerian population, with a disproportionately higher prevalence of TTV in HIV-infected patients. The near-complete TTV genome sequences from Nigeria are similar to the sequences KT163879 and KT163916 (3748 and 3190 respectively), obtained from the plasma of HIV-infected subjects from the United States, and EU305675 (2919), identified in human plasma samples from France.														0304-8608	1432-8798	10.1007/s00705-020-04538-1																		
J	BCI:BCI202000386272	32023916			The Molecular Epidemiology and Phylogeny of Torque Teno Virus (TTV) in Jordan		Sarairah, Haneen (hanin.sarairah@gmail.com) ; Bdour, Salwa (bsalwa@ju.edu.jo) ; Gharaibeh, Waleed (waleed.gharaibeh@ju.edu.jo)									Viruses-Basel		2020	FEB 2020	12	2	Article No.: 165	165								Torque teno virus (TTV) is the most common component of the human blood virobiota. Little is known, however, about the prevalence of TTV in humans and the most common farm domesticates in Jordan, or the history and modality of TTV transmission across species lines. We therefore tested sera from 396 Jordanians and 171 farm animals for the presence of TTV DNA using nested 5 '-UTR-PCR. We then performed phylogenetic, ordination and evolutionary diversity analyses on detected DNA sequences. We detected a very high prevalence of TTV in Jordanians (similar to 96%); much higher than in farm animal domesticates (similar to 29% pooled over species). TTV prevalence in the human participants is not associated with geography, demography or physical attributes. Phylogenetic, ordination and evolutionary diversity analyses indicated that TTV is transmitted readily between humans across the geography of the country and between various species of animal domesticates. However, the majority of animal TTV isolates seem to derive from a single human-to-animal transmission event in the past, and current human-animal transmission in either direction is relatively rare. In conclusion, animal TTV in Jordan is historically derived from human variants; however, ongoing human-animal TTV exchange is minimal and zoonotic infection seems to be of limited importance.				Gharaibeh, Waleed/0000-0003-1845-2139											1999-4915	10.3390/v12020165																		
J	BCI:BCI202000332994	31324467			Torque teno virus viremia in patients with chronic arthritis: Influence of biologic therapies		Martin-Lopez, Maria (marymartin12@hotmail.com) ; Albert, Eliseo; Fernandez-Ruiz, Mario; Gonzalez-Alvaro, Isidoro; Rodriguez, Esther; Aguado, Jose M.; Navarro, David; Pablos, Jose L.									Seminars in Arthritis and Rheumatism		2020	FEB 2020	50	1	166-171	166	171							Objective: Torque teno virus (TTV) is a highly prevalent non-pathogenic anellovirus whose plasma levels may be a biomarker of immunosuppression. The aim of this study was to assess whether specific immune-targeting with different biologic drugs may differentially modulate TTV viremia in arthritis patients.Methods: TTV DNA load was quantified by PCR in a cross-sectional sample of 79 patients with chronic arthritis on biologic therapy (abatacept, infliximab, rituximab or tocilizumab), 31 patients treated with conventional DMARD5 (methotrexate and/or leflunomide), and 54 healthy individuals. Longitudinal changes in TTV load were analysed in a second group of 59 patients at baseline and 4-months after biologic therapy. Correlations between clinical or biological characteristics of recruited patients and TTV viremia were also analysed.Results: In the cross-sectional study, TTV load was significantly higher in patients who received abatacept, infliximab or tocilizumab compared to healthy individuals. Patients treated with rituximab or conventional DMARDs showed TTV loads similar to healthy controls. In the longitudinal study, an increase in the TTV load was observed after anti-TNF, tocilizumab, abatacept and rituximab, but not after secukinumab therapy. Correlations between TTV load and clinical variables such as disease duration, concomitant glucocorticoid or DMARD5 therapy, lymphocytes or previous infections were not found. A non-significant trend towards higher TIN load was observed in therapy responders.Conclusion: Patients with chronic arthritis on biologic but not on conventional DMARD or anti-IL17 therapy have increased TTV viremia. This observation provides a basis to prospectively explore the potential value of TTV load as a potential pharmacodynamic biomarker. (C) 2019 Elsevier Inc. All rights reserved.				Pablos, Jose L./0000-0001-7229-6005										0049-0172	1532-866X	10.1016/j.semarthrit.2019.06.019																		
J	BCI:BCI202000536185	31917803			Torque teno virus viral load is related to age, CMV infection and HLA type but not to Alzheimer's disease		Westman, Gabriel (gabriel.westman@medsci.uu.se) ; Schoofs, Catherine; Ingelsson, Martin; Jarhult, Josef D.; Muradrasoli, Shaman									PLoS One		2020	JAN 9 2020	15	1	Article No.: e0227670	e0227670								Torque teno virus (TTV) is an unenveloped, circular, single stranded DNA virus with a genome size of approximately 3.8 kb. Previous studies have demonstrated varying grades of association between TTV DNA levels and immune deficiencies related to age, chronic infections and cancer. Alzheimer's disease (AD) has been related to persistent viral infections such as HSV-1 and CMV, but it is not known whether TTV viral load could serve as a functional biomarker of cellular immunity in this setting. Therefore, the objective of this study was to investigate whether TTV infection and viral load is related to AD status, CMV immunity, systemic inflammation or HLA types connected to anti-viral immunity. A total of 50 AD subjects and 51 non-demented controls were included in the study. AD subjects were diagnosed according to NINCDS-ADRDA and DSM-IV criteria and neuroradiologic findings were consistent with the diagnosis. TTV viral load was analyzed in plasma samples using a quantitative real-time PCR. Using a cut-off for TTV status at 200 copies/ml, 88% (89/101) of the study subjects were classified as TTV positive. TTV viral load significantly increased with age (beta 0.049 per year, p< 0.001) but significantly decreased in relation to CMV IgG levels (beta -0.022 per 1000 units, p = 0.005) and HLA-B27 positivity (beta -0.53, p = 0.023). In conclusion, TTV immune control is not significantly affected by AD status, but appears related to age, CMV humoral immune response and HLA type.														1932-6203	1932-6203	10.1371/journal.pone.0227670																		
J	BCI:BCI202000536267	31910220			Detection of Torque Teno Virus (TTV) and TTV-Like Minivirus in patients with presumed infectious endophthalmitis in India		Naik, Poonam; Dave, Vivek Pravin; Joseph, Joveeta (joveeta@lvpei.org)									PLoS One		2020	JAN 7 2020	15	1	Article No.: e0227121	e0227121								Human anelloviruses (Torque Teno Virus (TTV) and TTV Like Mini Virus (TLMV)) are now being reported at a high prevalence across the world, with a controversial disease-inducing potential. The aim of this study was to investigate the role of these anellovirus in vitreous of patients with presumed infectious endophthalmitis. After informed consent, vitreous fluid from patients with endophthalmitis (n = 103) and non-infectious pathologies (n = 102) were analyzed for the presence of TTV and TLMV DNA by qPCR with the limit of quantification defined as 100 copies per reaction. Among the patients clinically diagnosed with endophthalmitis, 29 of the 40 culture proven samples (72.5%) and 42 out of 63 (66.6%) of culture-negative samples were positive for presence of TTV/TLMV. Interestingly, 51 of the 102 (50%) samples in the control group were also positive for TTV/TLMV. Comparing the clinical outcome among patients diagnosed with endophthalmitis, we observed no significant association in the final visual acuity of patients who were positive for presence of TTV/TLMV, however, these patients had significantly higher repeat antibiotic injections (p = 0.03). Further evidence is however needed to correlate TTV / TLMV with a particular pathology or group of pathologies in the eye.														1932-6203	1932-6203	10.1371/journal.pone.0227121																		
J	BCI:BCI202000218653	31902496			A virome sequencing approach to feline oral squamous cell carcinoma to evaluate viral causative factors		Chu, Shirley (chus@missouri.edu) ; Wylie, Todd N.; Wylie, Kristine M.; Johnson, Gayle C.; Skidmore, Zachary L.; Fleer, Maren; Griffith, Obi L.; Bryan, Jeffrey N.									Veterinary Microbiology		2020	JAN 2020	240		Article No.: 108491	108491								Feline oral squamous cell carcinoma (FOSCC) may be the best naturally-occurring model of human head and neck squamous cell carcinoma (HNSCC). HNSCC can be broadly divided into human papillomavirus (HPV)-negative cancers and HPV-positive cancers where HPV is the causative agent. Previous studies in FOSCC have used both species-specific and species-nonspecific PCR primers that may be insensitive to the detection of PVs and other viruses that may be divergent from known sequences. ViroCap is a targeted capture and next generation sequencing tool that was designed to identify all known vertebrate DNA and RNA viruses. In this study we used a metagenomic approach using ViroCap for DNA viruses in 20 FOSCC, 9 normal feline oral mucosal, and 8 suspected PV positive control samples. We tested the hypothesis that viruses would be enriched in FOSCC compared to normal oral mucosa. The virome of the FOSCC and normal feline oral mucosa consisted of feline foamy virus in 7/20 and 2/9 (35% and 22%), feline torque teno virus in 2/20 and 0/9 (10% and 0%), alpha-herpesvirus in 2/10 and 0/9 (10% and 0%), FIV (0% and 22%), Epstein-Barr virus in 1/20 and 0/9 (5% and 0%) and feline papillomavirus in 1/20 and 0/9 samples (5% and 0% respectively). Felis catus papillomavirus-3 was found in 1 of 20 FOSCC samples. A virus was not associated consistently with FOSCC. If PVs have a role in FOSCC it is at most a supplementary or uncommon role. FOSCC appears most closely related to HPV-negative HNSCC. Future research on FOSCC should focus on identifying genetic and environmental causes.														0378-1135	1873-2542	10.1016/j.vetmic.2019.108491																		
J	BCI:BCI202000197361	31875016			No metagenomic evidence of tumorigenic viruses in cancers from a selected cohort of immunosuppressed subjects		Passaro, Nunzia; Casagrande, Andrea; Chiara, Matteo; Fosso, Bruno; Manzari, Caterina; D'Erchia, Anna Maria; Iesari, Samuele; Pisani, Francesco; Famulari, Antonio; Tulissi, Patrizia; Mastrosimone, Stefania; Maresca, Maria Cristina; Mercante, Giuseppe; Spriano, Giuseppe; Corrado, Giacomo; Vizza, Enrico; Garbuglia, Anna Rosa; Capobianchi, Maria Rosaria; Mottini, Carla; Cenci, Alessandra; Tartaglia, Marco; Costa, Alessandro Nanni; Pesole, Graziano; Crescenzi, Marco (marco.crescenzi@iss.it)									Scientific Reports		2019	DEC 24 2019	9		Article No.: 19815	19815								The possible existence of yet undiscovered human tumorigenic viruses is still under scrutiny. The development of large-scale sequencing technologies, coupled with bioinformatics techniques for the characterization of metagenomic sequences, have provided an invaluable tool for the detection of unknown, infectious, tumorigenic agents, as demonstrated by several recent studies. However, discoveries of novel viruses possibly associated with tumorigenesis are scarce at best. Here, we apply a rigorous bioinformatics workflow to investigate in depth tumor metagenomes from a small but carefully selected cohort of immunosuppressed patients. While a variegated bacterial microbiome was associated with each tumor, no evidence of the presence of putative oncoviruses was found. These results are consistent with the major findings of several recent papers and suggest that new human tumorigenic viruses are not common even in immunosuppressed populations.			Fosso, Bruno/P-1538-2018; Iesari, Samuele/B-9541-2016	Fosso, Bruno/0000-0003-2324-086X; D'ERCHIA, Anna Maria/0000-0002-4627-0626; Iesari, Samuele/0000-0002-6918-945X										2045-2322	2045-2322	10.1038/s41598-019-56240-1																		
J	BCI:BCI202000094211	31850903			Occurrence and molecular characterization of Torque teno virus (TTV) in a wastewater treatment plant in Tehran		Nick, Shadi Tavakoli; Mohebbi, Seyed Reza (sr.mohebbi@sbmu.ac.ir) ; Hosseini, Seyed Masoud; Mirjalali, Hamed; Alebouyeh, Masoud									Journal of Water and Health		2019	DEC 2019	17	6	971-977	971	977							Torque teno virus (TTV) is a single-stranded DNA virus which is predominantly transmitted by the fecal-oral route and may be excreted in the absence of the clinical symptoms. TTV was previously considered a probable cause of hepatitis, but further studies could not strongly connect TTV to any serious health problem. TTV is highly resistant to water and wastewater treatment processes and can be a useful indicator for determining the fecal contamination of water. The purpose of the present study was to assess the prevalence and molecular characterization of TTV in treated wastewater in Tehran. Thirteen effluent samples were collected monthly from the biggest wastewater treatment plant in Tehran, Iran (from September 2017 to August 2018). The presence of the TTV was monitored in the samples by the nested polymerase chain reaction (PCR) method. The TTV genome was found in 76.9% of the samples, and TTV of groups 1 and 3 were determined using phylogenetic analysis. Therefore, treated wastewater can play a key role in the transmission of TTV and the usage of treated wastewater as a source of potable water needs to be carefully controlled.														1477-8920	1477-8920	10.2166/wh.2019.137																		
J	BCI:BCI201900879563	31620095			Metagenomic Investigation of Torque Teno Mini Virus-SH in Hematological Patients		Bal, Antonin; Oriol, Guy; Josset, Laurence; Generenaz, Laurence; Sarkozy, Clementine; Sesques, Pierre; Salles, Gilles; Morfin, Florence; Lina, Bruno; Becker, Jeremie; Reynier, Frederic; Mallet, Francois; Pachot, Alexandre; Cheynet, Valerie; Brengel-Pesce, Karen; Trouillet-Assant, Sophie (sophie.assant@chu-lyon.fr)									Frontiers in Microbiology		2019	SEP 18 2019	10		Article No.: 1898	1898								A new member of Anelloviridae, named torque teno mini virus (TTMV)-SH, was recently identified in the serum of three Hodgkin's lymphoma patients suggesting that TTMV-SH may be associated with this type of hematological malignancy. We investigated by metagenomic analysis the presence of TTMV-SH-related viruses in plasma samples (n = 323) collected from patients with various hematological malignancies (multiple myeloma (MM, n = 256), non-Hodgkin's lymphoma (NHL, n = 20), acute myeloid leukemia (n = 10)) and from healthy donors (n = 37). TTMV-SH-related strains were identified in 24 samples corresponding to four MM and one NHL patients. Phylogenic analysis revealed that the 24 isolates were close to the TTMV-SH strains previously identified, sharing 79.6-86.7% ORF1 nucleotide sequence identity. These results suggest that TTMV-SH-related viruses might be found in hematological diseases other than Hodgkin's lymphoma. Due to the high genetic variability within Anelloviridae species, the association between a particular medical condition and a new genotype should be interpreted with caution.			Josset, Laurence/A-7960-2015	Josset, Laurence/0000-0002-7158-1186; Bal, Antonin/0000-0002-0261-2495; lina, bruno/0000-0002-8959-2123										1664-302X	1664-302X	10.3389/fmicb.2019.01898																		
J	BCI:BCI201900931577	31527514			Clinical and Virological Aspects of HBV Reactivation: A Focus on Acute Liver Failure		Anastasiou, Olympia E. (olympia.anastasiou@uni-due.de) ; Theissen, Martin (Martin.Theissen@uni-due.de) ; Verheyen, Jens (Jens.Verheyen@uni-due.de) ; Bleekmann, Barbara (Barbara.Bleekmann@uk-essen.de) ; Wedemeyer, Heiner (Heiner.Wedemeyer@uk-essen.de) ; Widera, Marek (marek.widera@uni-due.de) ; Ciesek, Sandra (Sandra.Ciesek@kgu.de)									Viruses-Basel		2019	SEP 2019	11	9	Article No.: 863	863								Hepatitis B virus (HBV) reactivation in immunosuppressed patients can cause considerable morbidity and mortality. The aim of our study was to evaluate factors associated with acute liver failure (ALF) in HBV reactivation. Clinical, laboratory, and virological data of 87 patients with HBV reactivation were analyzed retrospectively. Teno torque virus (TTV) plasma loads were measured as a measure of immune competence. HBV genomes isolated from 47 patients were analyzed by next-generation sequencing. A functional analysis of identified HBsAg mutants was performed. In patients with ALF the diagnosis was significantly later confirmed than in the non-ALF group. Patients diagnosed during immunosuppression had a milder clinical course compared to later diagnosed patients (p = 0.018, OR = 4.17). TTV viral loads did not differ significantly between the two groups. The HBV genomes isolated from ALF patients had higher viral complexity. A mutation in C-region of HBsAg (L216*), was associated with reduced HBsAg production and secretion. Patients diagnosed with HBV reactivation during immunosuppression had a milder clinical course compared to patients diagnosed during immune reconstitution. ALF was associated with higher viral complexity. An HBsAg mutation (L216*) was found to be more frequent in ALF patients and was associated with reduced HBsAg production and secretion.			Ciesek, Sandra/AAO-4719-2020; Anastasiou, Olympia/AAV-6338-2020; Widera, Marek/AAF-3691-2020	Ciesek, Sandra/0000-0002-1802-7565; Widera, Marek/0000-0001-5417-9307											1999-4915	10.3390/v11090863																		
J	BCI:BCI201900947027				Lung microbiota in patients with idiopathic pneumonia syndrome (IPS) after HCT		Seo, Sachiko; Connell, Andrew; Everett, John; Hill, Joshua; Stevens-Ayers, Terry; Jerome, Keith; Bushman, Frederic; Ronald, Collman; Boeckh, Michael									Bone Marrow Transplantation		2019	JUL 2019	54	Suppl. 1	235-236	235	236																					0268-3369	1476-5365																			
